"","Order_Number","Filing_Date","Payment_Date","Charter","Property_Type","Real_estate","k.u.","Management_ID","LIST_ID","IDENTITY_ID","cast_number","plot_num"
"288","V-28387/2016-702","07.12.2016 08:50:01","03.01.2017 14:18:35","Smlouva kupní","JED","jednotka è. 13930101, garáž v budovì è.p. 1393, èást obce Bystrc, na parcele 1931/168 Bystrc (souèástí je stavba è.p. 1393, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 4527/17613","Bystrc 611778",46556946010,38075648010,24593669010,"611778","0139"
"289","V-28388/2016-702","07.12.2016 08:53:54","10.02.2017 07:35:58","Smlouva kupní","JED","jednotka è. 13940031, byt v budovì è.p. 1394, èást obce Bystrc, na parcele 1931/30 Bystrc (souèástí je stavba è.p. 1394, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 809/59750","Bystrc 611778",46557000010,38078636010,24596838010,"611778","0139"
"290","V-28388/2016-702","07.12.2016 08:53:54","10.02.2017 07:35:58","Smlouva kupní","JED","jednotka è. 13940101, garáž v budovì è.p. 1394, èást obce Bystrc, na parcele 1931/30 Bystrc (souèástí je stavba è.p. 1394, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 14841/59750","Bystrc 611778",46557000010,38078636010,24596858010,"611778","0139"
"291","V-28458/2016-702","07.12.2016 12:35:38","04.01.2017 14:46:39","Smlouva kupní","JED","jednotka è. 30440079, jiný nebytový prostor v budovì è.p. 3044, èást obce Líšeò, na parcele 6162/2 Líšeò (souèástí je stavba è.p. 3044, èst obce Líšeò), podl na spoleènch èstech domu a pozemku 51/128454","Líšeò 612405",46567144010,38089165010,23309370010,"612405","0304"
"292","V-28463/2016-702","07.12.2016 12:48:00","02.01.2017 11:53:09","Smlouva kupní","JED","jednotka è. 4030057, byt v budovì è.p. 403, èást obce Nový Lískovec, na parcele 2560 Nový Lískovec (souèástí je stavba è.p. 403, èst obce Nový Lískovec), podl na spoleènch èstech domu a pozemku 752/41256","Nový Lískovec 610283",46567345010,38081926010,350165702,"610283","0403"
"293","V-28446/2016-702","07.12.2016 12:09:02","26.01.2017 08:34:46","Smlouva kupní","JED","jednotka è. 1120096, byt v budovì è.p. 112, èást obce Lesná, na parcele 75 Lesná (souèástí je stavba è.p. 112, èst obce Lesná), podl na spoleènch èstech domu a pozemku 3124/643382","Lesná 610887",46567767010,38479133010,336841702,"610887","0112"
"294","V-28446/2016-702","07.12.2016 12:09:02","26.01.2017 08:34:46","Smlouva kupní","JED","jednotka è. 1120233, jiný nebytový prostor v budovì è.p. 112, èást obce Lesná, na parcele 75 Lesná (souèástí je stavba è.p. 112, èst obce Lesná), podl na spoleènch èstech domu a pozemku 6526/643382","Lesná 610887",46567767010,38479133010,336745702,"610887","0112"
"295","V-28471/2016-702","07.12.2016 13:15:00","06.02.2017 14:00:35","Smlouva kupní","JED","jednotka è. 4800068, jiný nebytový prostor v budovì è.p. 480, èást obce Trnitá, na parcele 1017 Trnitá (souèástí je stavba è.p. 480, èst obce Trnitá), podl na spoleènch èstech domu a pozemku 95/41647","Trnitá 610950",46569815010,38083056010,616419702,"610950","0480"
"296","V-28474/2016-702","07.12.2016 13:22:09","03.01.2017 07:14:21","Smlouva kupní","JED","jednotka è. 5700001, byt v budovì è.p. 572, 570, 571, èást obce Bosonohy, na parcele 758 Bosonohy (souèástí je stavba è.p. 572, 570, 571, èst obce Bosonohy), 759 Bosonohy, 760 Bosonohy, podl na spoleènch èstech domu a pozemku 839/10068","Bosonohy 608505",46569953010,38084178010,374982702,"608505","0570"
"297","V-28475/2016-702","07.12.2016 13:22:55","03.01.2017 13:53:28","Smlouva kupní","JED","jednotka è. 21580008, byt v budovì è.p. 2158, èást obce Líšeò, na parcele 5926 Líšeò (souèástí je stavba è.p. 2158, èst obce Líšeò), podl na spoleènch èstech domu a pozemku 44/2164","Líšeò 612405",46570897010,38083552010,343657702,"612405","0215"
"298","V-28499/2016-702","07.12.2016 14:18:43","02.01.2017 14:38:58","Smlouva kupní","JED","jednotka è. 3470009, byt v budovì è.p. 348, 346, 347, èást obce Kohoutovice, na parcele 1590/1 Kohoutovice, 1591/1 Kohoutovice, 1592/1 Kohoutovice (souèástí je stavba è.p. 348, 346, 347, èst obce Kohoutovice), podl na spoleènch èstech domu a pozemku 325/21518","Kohoutovice 610313",46572083010,38085157010,329332702,"610313","0347"
"299","V-28508/2016-702","07.12.2016 15:00:28","13.02.2017 06:36:32","Smlouva kupní","JED","jednotka è. 1070301, byt v budovì è.p. 107, èást obce Sadová, na parcele 142/1 Sadová (souèástí je stavba è.p. 107, èst obce Sadová), podl na spoleènch èstech domu a pozemku 12460/345900","Sadová 611565",46573984010,38108150010,23414308010,"611565","0107"
"300","V-28508/2016-702","07.12.2016 15:00:28","13.02.2017 06:36:32","Smlouva kupní","JED","jednotka è. 1070501, garáž v budovì è.p. 107, èást obce Sadová, na parcele 142/1 Sadová (souèástí je stavba è.p. 107, èst obce Sadová), podl na spoleènch èstech domu a pozemku 92560/345900","Sadová 611565",46573984010,38108150010,23414320010,"611565","0107"
"301","V-28512/2016-702","07.12.2016 15:14:22","15.02.2017 09:27:38","Smlouva kupní","JED","jednotka è. 13910007, byt v budovì è.p. 1391, èást obce Bystrc, na parcele 1931/38 Bystrc, 1931/39 Bystrc, 1931/433 Bystrc (souèástí je stavba è.p. 1391, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 1019/29630","Bystrc 611778",46574243010,38110017010,24619693010,"611778","0139"
"302","V-28512/2016-702","07.12.2016 15:14:22","15.02.2017 09:27:38","Smlouva kupní","JED","jednotka è. 13910101, garáž v budovì è.p. 1391, èást obce Bystrc, na parcele 1931/38 Bystrc, 1931/39 Bystrc, 1931/433 Bystrc (souèástí je stavba è.p. 1391, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 7572/29630","Bystrc 611778",46574243010,38110017010,24619720010,"611778","0139"
"303","V-28537/2016-702","07.12.2016 16:43:49","03.01.2017 10:36:40","Smlouva kupní","JED","jednotka è. 13760005, byt v budovì è.p. 1380, 1374, 1375, 1376, 1377, 1378, 1379, 1381, èást obce Øeèkovice, na parcele 3125/27 Øeèkovice, 3125/28 Øeèkovice, 3125/29 Øeèkovice, 3125/30 Øeèkovice, 3125/31 Øeèkovice, 3125/32 Øeèkovice, 3125/33 Øeèkovice (souèástí je stavba è.p. 1380, 1374, 1375, 1376, 1377, 1378, 1379, 1381, èst obce Øeèkovice), 3125/34 Øeèkovice, podl na spoleènch èstech domu a pozemku 617/59358","Øeèkovice 611646",46576842010,38089660010,351206702,"611646","0137"
"304","V-28539/2016-702","07.12.2016 16:48:02","08.02.2017 07:06:03","Smlouva kupní","JED","jednotka è. 8350011, byt v budovì è.p. 837, 835, 836, èást obce Bystrc, na parcele 5910 Bystrc, 5911 Bystrc, 5912 Bystrc (souèástí je stavba è.p. 837, 835, 836, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 7070/292105","Bystrc 611778",46576875010,38089692010,612178702,"611778","0835"
"305","V-28540/2016-702","07.12.2016 16:51:13","04.01.2017 10:28:06","Smlouva kupní","JED","jednotka è. 10000014, byt v budovì è.p. 1000, èást obce Žebìtín, na parcele 1920/16 Žebìtín (souèástí je stavba è.p. 1000, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 303/22042","Žebìtín 795674",46576916010,38089730010,14785112010,"795674","0100"
"306","V-28570/2016-702","08.12.2016 09:18:04","04.01.2017 13:33:34","Smlouva kupní","JED","jednotka è. 8380048, jiný nebytový prostor v budovì è.p. 838, èást obce Zábrdovice, na parcele 563/4 Zábrdovice (souèástí je stavba è.p. 838, èst obce Zábrdovice), podl na spoleènch èstech domu a pozemku 1105/167523","Zábrdovice 610704",46585955010,38099304010,362896702,"610704","0838"
"307","V-28589/2016-702","08.12.2016 08:00:00","09.01.2017 09:52:16","Smlouva kupní","JED","jednotka è. 12580033, byt v budovì è.p. 1258, èást obce Èerná Pole, na parcele 1474 Èerná Pole (souèástí je stavba è.p. 1258, èst obce Èerná Pole), podl na spoleènch èstech domu a pozemku 2288/100000","Èerná Pole 610771",46588684010,38441892010,324381702,"610771","0125"
"308","V-28608/2016-702","08.12.2016 12:12:48","03.02.2017 11:36:27","Smlouva kupní","JED","jednotka è. 1070303, byt v budovì è.p. 107, èást obce Sadová, na parcele 142/1 Sadová (souèástí je stavba è.p. 107, èst obce Sadová), podl na spoleènch èstech domu a pozemku 12460/345900","Sadová 611565",46593747010,38116143010,23414310010,"611565","0107"
"309","V-28608/2016-702","08.12.2016 12:12:48","03.02.2017 11:36:27","Smlouva kupní","JED","jednotka è. 1070501, garáž v budovì è.p. 107, èást obce Sadová, na parcele 142/1 Sadová (souèástí je stavba è.p. 107, èst obce Sadová), podl na spoleènch èstech domu a pozemku 92560/345900","Sadová 611565",46593747010,38116143010,23414320010,"611565","0107"
"310","V-28621/2016-702","08.12.2016 13:11:21","13.01.2017 12:14:44","Smlouva kupní","JED","jednotka è. 11860017, garáž v budovì è.p. 1186, èást obce Slatina, na parcele 1016/9 Slatina (souèástí je stavba è.p. 1186, èst obce Slatina), podl na spoleènch èstech domu a pozemku 1/36","Slatina 612286",46594790010,38107077010,354628702,"612286","0118"
"311","V-28642/2016-702","08.12.2016 14:21:25","04.01.2017 08:36:29","Smlouva kupní","JED","jednotka è. 5440023, byt v budovì è.p. 544, èást obce Bohunice, na parcele 1866 Bohunice (souèástí je stavba è.p. 544, èst obce Bohunice), podl na spoleènch èstech domu a pozemku 745/20254","Bohunice 612006",46596920010,38109151010,314321702,"612006","0544"
"312","V-28660/2016-702","09.12.2016 08:11:08","03.02.2017 12:31:10","Smlouva kupní","JED","jednotka è. 10033, jiný nebytový prostor v budovì è.p. 8, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, èást obce Lesná, na parcele 10 Lesná, 11 Lesná, 12 Lesná, 13 Lesná (souèástí je stavba è.p. 8, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, èst obce Lesná), 14 Lesná, 15 Lesná, 16/1 Lesná, 16/2 Lesná, 17/1 Lesná, 17/4 Lesná, 18/1 Lesná, 18/2 Lesná, 19/1 Lesná, 19/2 Lesná, 20/1 Lesná, 20/2 Lesná, podl na spoleènch èstech domu a pozemku 1770/1589434","Lesná 610887",46601340010,38114118010,337460702,"610887","0158"
"313","V-28660/2016-702","09.12.2016 08:11:08","03.02.2017 12:31:10","Smlouva kupní","JED","jednotka è. 110007, byt v budovì è.p. 8, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, èást obce Lesná, na parcele 10 Lesná, 11 Lesná, 12 Lesná, 13 Lesná (souèástí je stavba è.p. 8, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, èst obce Lesná), 14 Lesná, 15 Lesná, 16/1 Lesná, 16/2 Lesná, 17/1 Lesná, 17/4 Lesná, 18/1 Lesná, 18/2 Lesná, 19/1 Lesná, 19/2 Lesná, 20/1 Lesná, 20/2 Lesná, podl na spoleènch èstech domu a pozemku 7383/1589434","Lesná 610887",46601340010,38114118010,337723702,"610887","0011"
"314","V-28669/2016-702","09.12.2016 08:54:15","10.01.2017 09:57:26","Smlouva kupní","JED","jednotka è. 5590011, byt v budovì è.p. 559, èást obce Bohunice, na parcele 1843 Bohunice (souèástí je stavba è.p. 559, èst obce Bohunice), podl na spoleènch èstech domu a pozemku 733/29190","Bohunice 612006",46604180010,38484004010,315560702,"612006","0559"
"315","V-28670/2016-702","09.12.2016 08:54:48","13.02.2017 12:10:14","Smlouva kupní","JED","jednotka è. 13910002, byt v budovì è.p. 1391, èást obce Bystrc, na parcele 1931/38 Bystrc, 1931/39 Bystrc, 1931/433 Bystrc (souèástí je stavba è.p. 1391, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 290/29630","Bystrc 611778",46605106010,38120357010,24619688010,"611778","0139"
"316","V-28670/2016-702","09.12.2016 08:54:48","13.02.2017 12:10:14","Smlouva kupní","JED","jednotka è. 13910101, garáž v budovì è.p. 1391, èást obce Bystrc, na parcele 1931/38 Bystrc, 1931/39 Bystrc, 1931/433 Bystrc (souèástí je stavba è.p. 1391, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 7572/29630","Bystrc 611778",46605106010,38120357010,24619720010,"611778","0139"
"317","V-28671/2016-702","09.12.2016 08:57:25","03.01.2017 07:14:05","Smlouva kupní","JED","jednotka è. 13920040, byt v budovì è.p. 1392, èást obce Bystrc, na parcele 1931/123 Bystrc (souèástí je stavba è.p. 1392, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 248/52546","Bystrc 611778",46605169010,38122111010,24658722010,"611778","0139"
"318","V-28671/2016-702","09.12.2016 08:57:25","03.01.2017 07:14:05","Smlouva kupní","JED","jednotka è. 13920102, garáž v budovì è.p. 1392, èást obce Bystrc, na parcele 1931/123 Bystrc (souèástí je stavba è.p. 1392, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 10492/52546","Bystrc 611778",46605169010,38122111010,24658739010,"611778","0139"
"319","V-28673/2016-702","09.12.2016 09:00:08","10.01.2017 13:41:10","Smlouva kupní","JED","jednotka è. 10230070, byt v budovì è.p. 1023, èást obce Veveøí, na parcele 1172 Veveøí (souèástí je stavba è.p. 1023, èst obce Veveøí), podl na spoleènch èstech domu a pozemku 432/131071","Veveøí 610372",46605214010,38475717010,22899269010,"610372","0102"
"320","V-28674/2016-702","09.12.2016 09:02:32","15.02.2017 09:29:22","Smlouva kupní","JED","jednotka è. 13940049, byt v budovì è.p. 1394, èást obce Bystrc, na parcele 1931/30 Bystrc (souèástí je stavba è.p. 1394, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 1168/59750","Bystrc 611778",46605265010,38121561010,24596856010,"611778","0139"
"321","V-28674/2016-702","09.12.2016 09:02:32","15.02.2017 09:29:22","Smlouva kupní","JED","jednotka è. 13940101, garáž v budovì è.p. 1394, èást obce Bystrc, na parcele 1931/30 Bystrc (souèástí je stavba è.p. 1394, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 14841/59750","Bystrc 611778",46605265010,38121561010,24596858010,"611778","0139"
"322","V-28678/2016-702","09.12.2016 09:21:48","05.01.2017 08:18:50","Smlouva kupní","JED","jednotka è. 101, rozestavìná jednotka v budovì s roz.jed budova, na parcele 308/2 Zábrdovice (souèástí je stavba s roz.jed budova), podl na spoleènch èstech domu a pozemku 15211/48579","Zábrdovice 610704",46605768010,38119024010,24488679010,"610704",NA
"323","V-28678/2016-702","09.12.2016 09:21:48","05.01.2017 08:18:50","Smlouva kupní","JED","jednotka è. 428, rozestavìná jednotka v budovì s roz.jed budova, na parcele 308/2 Zábrdovice (souèástí je stavba s roz.jed budova), podl na spoleènch èstech domu a pozemku 629/48579","Zábrdovice 610704",46605768010,38119024010,24488709010,"610704",NA
"324","V-28680/2016-702","09.12.2016 09:21:48","03.01.2017 11:16:33","Smlouva kupní","JED","jednotka è. 101, rozestavìná jednotka v budovì s roz.jed budova, na parcele 308/2 Zábrdovice (souèástí je stavba s roz.jed budova), podl na spoleènch èstech domu a pozemku 15211/48579","Zábrdovice 610704",46605825010,38119126010,24488679010,"610704",NA
"325","V-28680/2016-702","09.12.2016 09:21:48","03.01.2017 11:16:33","Smlouva kupní","JED","jednotka è. 320, rozestavìná jednotka v budovì s roz.jed budova, na parcele 308/2 Zábrdovice (souèástí je stavba s roz.jed budova), podl na spoleènch èstech domu a pozemku 629/48579","Zábrdovice 610704",46605825010,38119126010,24488699010,"610704",NA
"326","V-28694/2016-702","09.12.2016 09:44:22","04.01.2017 11:03:47","Smlouva kupní","JED","jednotka è. 2990301, byt v budovì è.p. 299, èást obce Kohoutovice, na parcele 1668 Kohoutovice (souèástí je stavba è.p. 299, èst obce Kohoutovice), podl na spoleènch èstech domu a pozemku 7816/170790","Kohoutovice 610313",46606211010,38431454010,327173702,"610313","0299"
"327","V-28720/2016-702","09.12.2016 10:40:38","12.01.2017 12:41:48","Smlouva kupní","JED","jednotka è. 8131101, garáž v budovì è.p. 813, èást obce Bohunice, na parcele 1331/333 Bohunice (souèástí je stavba è.p. 813, èst obce Bohunice), podl na spoleènch èstech domu a pozemku 10661/40776","Bohunice 612006",46608264010,38120456010,24405577010,"612006","0813"
"328","V-28720/2016-702","09.12.2016 10:40:38","12.01.2017 12:41:48","Smlouva kupní","JED","jednotka è. 8131207, byt v budovì è.p. 813, èást obce Bohunice, na parcele 1331/333 Bohunice (souèástí je stavba è.p. 813, èst obce Bohunice), podl na spoleènch èstech domu a pozemku 1330/40776","Bohunice 612006",46608264010,38120456010,24405584010,"612006","0813"
"329","V-28727/2016-702","09.12.2016 11:00:54","03.01.2017 07:55:27","Smlouva kupní","JED","jednotka è. 9640004, byt v budovì è.p. 964, èást obce Èerná Pole, na parcele 2132 Èerná Pole (souèástí je stavba è.p. 964, èst obce Èerná Pole), podl na spoleènch èstech domu a pozemku 10560/44977","Èerná Pole 610771",46608693010,38120833010,652357702,"610771","0964"
"330","V-28716/2016-702","09.12.2016 10:34:04","03.01.2017 07:57:14","Smlouva kupní","JED","jednotka è. 420001, byt v budovì è.p. 42, èást obce Líšeò, na parcele 139 Líšeò (souèástí je stavba è.p. 42, èst obce Líšeò), podl na spoleènch èstech domu a pozemku 96/258","Líšeò 612405",46609063010,38130381010,341658702,"612405","0042"
"331","V-28716/2016-702","09.12.2016 10:34:04","03.01.2017 07:57:14","Smlouva kupní","JED","jednotka è. 420002, byt v budovì è.p. 42, èást obce Líšeò, na parcele 139 Líšeò (souèástí je stavba è.p. 42, èst obce Líšeò), podl na spoleènch èstech domu a pozemku 73/258","Líšeò 612405",46609063010,38130381010,341659702,"612405","0042"
"332","V-28716/2016-702","09.12.2016 10:34:04","03.01.2017 07:57:14","Smlouva kupní","JED","jednotka è. 420003, byt v budovì è.p. 42, èást obce Líšeò, na parcele 139 Líšeò (souèástí je stavba è.p. 42, èst obce Líšeò), podl na spoleènch èstech domu a pozemku 89/258","Líšeò 612405",46609063010,38130381010,341660702,"612405","0042"
"333","V-28731/2016-702","09.12.2016 11:07:45","03.01.2017 07:14:32","Smlouva kupní","JED","jednotka è. 9860006, byt v budovì è.p. 986, èást obce Bystrc, na parcele 6039/1 Bystrc (souèástí je stavba è.p. 986, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 7577/249965","Bystrc 611778",46609818010,38120929010,320268702,"611778","0986"
"334","V-28751/2016-702","09.12.2016 11:51:59","03.01.2017 07:08:12","Smlouva kupní","JED","jednotka è. 6860015, byt v budovì è.p. 686, èást obce Bohunice, na parcele 2950 Bohunice (souèástí je stavba è.p. 686, èst obce Bohunice), podl na spoleènch èstech domu a pozemku 723/39552","Bohunice 612006",46610480010,38122457010,318493702,"612006","0686"
"335","V-28754/2016-702","09.12.2016 11:57:07","03.01.2017 10:36:02","Smlouva kupní","JED","jednotka è. 21280005, byt v budovì è.p. 2128, èást obce Øeèkovice, na parcele 3953/228 Øeèkovice (souèástí je stavba è.p. 2128, èst obce Øeèkovice), podl na spoleènch èstech domu a pozemku 8111/80948","Øeèkovice 611646",46610546010,38122528010,527589702,"611646","0212"
"336","V-28754/2016-702","09.12.2016 11:57:07","03.01.2017 10:36:02","Smlouva kupní","JED","jednotka è. 21280010, garáž v budovì è.p. 2128, èást obce Øeèkovice, na parcele 3953/228 Øeèkovice (souèástí je stavba è.p. 2128, èst obce Øeèkovice), podl na spoleènch èstech domu a pozemku 1453/80948","Øeèkovice 611646",46610546010,38122528010,527594702,"611646","0212"
"337","V-28754/2016-702","09.12.2016 11:57:07","03.01.2017 10:36:02","Smlouva kupní","JED","jednotka è. 21280019, jiný nebytový prostor v budovì è.p. 2128, èást obce Øeèkovice, na parcele 3953/228 Øeèkovice (souèástí je stavba è.p. 2128, èst obce Øeèkovice), podl na spoleènch èstech domu a pozemku 672/80948","Øeèkovice 611646",46610546010,38122528010,527603702,"611646","0212"
"338","V-28744/2016-702","09.12.2016 11:32:18","13.01.2017 12:13:45","Smlouva kupní","JED","jednotka è. 6360010, byt v budovì è.p. 636, èást obce Chrlice, na parcele 790/12 Chrlice (souèástí je stavba è.p. 636, èst obce Chrlice), podl na spoleènch èstech domu a pozemku 2923/33258","Chrlice 654132",46611027010,38121845010,375327702,"654132","0636"
"339","V-28760/2016-702","12.12.2016 08:03:01","03.01.2017 07:15:57","Smlouva kupní","JED","jednotka è. 13880004, byt v budovì è.p. 1389, 1388, èást obce Øeèkovice, na parcele 3125/42 Øeèkovice, 3125/43 Øeèkovice (souèástí je stavba è.p. 1389, 1388, èst obce Øeèkovice), podl na spoleènch èstech domu a pozemku 5895/148267","Øeèkovice 611646",46624949010,38132266010,353390702,"611646","0138"
"340","V-28773/2016-702","12.12.2016 09:06:41","03.01.2017 13:53:05","Smlouva kupní","JED","jednotka è. 7960035, byt v budovì è.p. 796, 795, èást obce Komín, na parcele 2450/44 Komín (souèástí je stavba è.p. 796, 795, èst obce Komín), 2450/45 Komín, podl na spoleènch èstech domu a pozemku 3503/207534","Komín 610585",46626471010,38133698010,331321702,"610585","0796"
"341","V-28768/2016-702","12.12.2016 08:45:33","15.02.2017 09:32:31","Smlouva kupní","JED","jednotka è. 13940028, byt v budovì è.p. 1394, èást obce Bystrc, na parcele 1931/30 Bystrc (souèástí je stavba è.p. 1394, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 950/59750","Bystrc 611778",46626738010,38135670010,24596835010,"611778","0139"
"342","V-28768/2016-702","12.12.2016 08:45:33","15.02.2017 09:32:31","Smlouva kupní","JED","jednotka è. 13940101, garáž v budovì è.p. 1394, èást obce Bystrc, na parcele 1931/30 Bystrc (souèástí je stavba è.p. 1394, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 14841/59750","Bystrc 611778",46626738010,38135670010,24596858010,"611778","0139"
"343","V-28769/2016-702","12.12.2016 08:48:08","03.01.2017 14:24:48","Smlouva kupní","JED","jednotka è. 13930009, byt v budovì è.p. 1393, èást obce Bystrc, na parcele 1931/168 Bystrc (souèástí je stavba è.p. 1393, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 868/17613","Bystrc 611778",46626794010,38135252010,24593659010,"611778","0139"
"344","V-28769/2016-702","12.12.2016 08:48:08","03.01.2017 14:24:48","Smlouva kupní","JED","jednotka è. 13930101, garáž v budovì è.p. 1393, èást obce Bystrc, na parcele 1931/168 Bystrc (souèástí je stavba è.p. 1393, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 4527/17613","Bystrc 611778",46626794010,38135252010,24593669010,"611778","0139"
"345","V-28784/2016-702","12.12.2016 08:00:00","16.01.2017 10:13:36","Smlouva kupní","JED","jednotka è. 22310016, byt v budovì è.p. 2231, èást obce Líšeò, na parcele 6017 Líšeò (souèástí je stavba è.p. 2231, èst obce Líšeò), podl na spoleènch èstech domu a pozemku 77/2372","Líšeò 612405",46628851010,38134722010,342875702,"612405","0223"
"346","V-28791/2016-702","12.12.2016 10:13:34","06.01.2017 06:55:59","Smlouva kupní","JED","jednotka è. 10050032, jiný nebytový prostor v budovì è.p. 1005, èást obce Staré Brno, na parcele 1709 Staré Brno (souèástí je stavba è.p. 1005, èst obce Staré Brno), podl na spoleènch èstech domu a pozemku 1753/17150","Staré Brno 610089",46629794010,38135991010,23708411010,"610089","0100"
"347","V-28791/2016-702","12.12.2016 10:13:34","06.01.2017 06:55:59","Smlouva kupní","JED","jednotka è. 10050033, jiný nebytový prostor v budovì è.p. 1005, èást obce Staré Brno, na parcele 1709 Staré Brno (souèástí je stavba è.p. 1005, èst obce Staré Brno), podl na spoleènch èstech domu a pozemku 106/17150","Staré Brno 610089",46629794010,38135991010,23708419010,"610089","0100"
"348","V-28791/2016-702","12.12.2016 10:13:34","06.01.2017 06:55:59","Smlouva kupní","JED","jednotka è. 10050035, garáž v budovì è.p. 1005, èást obce Staré Brno, na parcele 1709 Staré Brno (souèástí je stavba è.p. 1005, èst obce Staré Brno), podl na spoleènch èstech domu a pozemku 2077/17150","Staré Brno 610089",46629794010,38135991010,23708424010,"610089","0100"
"349","V-28793/2016-702","12.12.2016 10:13:34","03.01.2017 09:33:22","Smlouva kupní","JED","jednotka è. 10050031, jiný nebytový prostor v budovì è.p. 1005, èást obce Staré Brno, na parcele 1709 Staré Brno (souèástí je stavba è.p. 1005, èst obce Staré Brno), podl na spoleènch èstech domu a pozemku 780/17150","Staré Brno 610089",46629846010,38136047010,23708410010,"610089","0100"
"350","V-28793/2016-702","12.12.2016 10:13:34","03.01.2017 09:33:22","Smlouva kupní","JED","jednotka è. 10050035, garáž v budovì è.p. 1005, èást obce Staré Brno, na parcele 1709 Staré Brno (souèástí je stavba è.p. 1005, èst obce Staré Brno), podl na spoleènch èstech domu a pozemku 2077/17150","Staré Brno 610089",46629846010,38136047010,23708424010,"610089","0100"
"351","V-28802/2016-702","12.12.2016 10:37:42","16.01.2017 12:09:37","Smlouva kupní","JED","jednotka è. 9810096, garáž v budovì è.p. 981, èást obce Žebìtín, na parcele 2025/4 Žebìtín (souèástí je stavba è.p. 981, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 128730/518990","Žebìtín 795674",46631899010,38139361010,693811702,"795674","0981"
"352","V-28804/2016-702","12.12.2016 10:40:03","05.01.2017 09:45:45","Smlouva kupní","JED","jednotka è. 10000060, jiný nebytový prostor v budovì è.p. 1000, èást obce Žebìtín, na parcele 1920/16 Žebìtín (souèástí je stavba è.p. 1000, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 24/22042","Žebìtín 795674",46631947010,38139409010,14785146010,"795674","0100"
"353","V-28817/2016-702","12.12.2016 11:28:33","05.01.2017 08:24:34","Smlouva kupní","JED","jednotka è. 4780204, garáž v budovì è.p. 478, èást obce Trnitá, na parcele 231/10 Trnitá, 258/4 Trnitá (souèástí je stavba è.p. 478, èst obce Trnitá), 258/5 Trnitá, 258/6 Trnitá, podl na spoleènch èstech domu a pozemku 162660/1546652","Trnitá 610950",46633164010,38140557010,594103702,"610950","0478"
"354","V-28822/2016-702","12.12.2016 11:44:15","03.01.2017 10:35:47","Smlouva kupní","JED","jednotka è. 30440127, garáž v budovì è.p. 3044, èást obce Líšeò, na parcele 6162/2 Líšeò (souèástí je stavba è.p. 3044, èst obce Líšeò), podl na spoleènch èstech domu a pozemku 16927/128454","Líšeò 612405",46634296010,38165204010,23309423010,"612405","0304"
"355","V-28822/2016-702","12.12.2016 11:44:15","03.01.2017 10:35:47","Smlouva kupní","JED","jednotka è. 30440132, jiný nebytový prostor v budovì è.p. 3044, èást obce Líšeò, na parcele 6162/2 Líšeò (souèástí je stavba è.p. 3044, èst obce Líšeò), podl na spoleènch èstech domu a pozemku 40/128454","Líšeò 612405",46634296010,38165204010,23309428010,"612405","0304"
"356","V-28823/2016-702","12.12.2016 11:48:48","04.01.2017 14:34:59","Smlouva kupní","JED","jednotka è. 31560019, garáž v budovì è.p. 3156, èást obce Žabovøesky, na parcele 790/7 Žabovøesky (souèástí je stavba è.p. 3156, èst obce Žabovøesky), podl na spoleènch èstech domu a pozemku 168/7786","Žabovøesky 610470",46634366010,38141357010,526544702,"610470","0315"
"357","V-28825/2016-702","12.12.2016 12:03:10","05.01.2017 13:07:56","Smlouva kupní","JED","jednotka è. 24980056, byt v budovì è.p. 2498, èást obce Královo Pole, na parcele 4609/22 Královo Pole (souèástí je stavba è.p. 2498, èst obce Královo Pole), podl na spoleènch èstech domu a pozemku 660/38580","Královo Pole 611484",46635747010,38142230010,333535702,"611484","0249"
